آملة	أمل		ه
آمله	أمل		ه
آملها	أمل		ها
آملي	أملي		ي
آملين	أملين		
آمم	أمم		
آمن	آمن		
آمنا	آمنا		
آمنان	آمنان		
آمنة	آمنة		
آمنت	أمنت		
آمنتم	أمنتم		
آمنتين	آمنتين		
آمنو	آمنو		
آمنوا	أمنوا		
آمنون	آمنون		
آمنين	آمنين		
آمو	آمو		
آمون	أمون		
آمي	أم		ي
آميا	أميا		
آمين	أمين		
آنا	آنا		
آنت	أنت		
آنس	أنس		
آنسا	أنسا		
آنسات	آنسات		
آنسة	أنس		ه
آنست	آنست		
آنستم	آنستم		
آنسي	أنسى		
آنفا	أنفا		
آنفة	أنف		ه
آنفتي	آنفتي		ي
آنفو	أنفو		
آنفي	أنفي		
آنقا	آنقا		
آنن	آنن		
آنى	أن		ني
آنيا	آنيا		
آنية	آنية		
آنيت	أنيت		
آنيكن	آني		كن
آنيه	آني		ه
آهات	آهات		
آهان	أهان		
آهلة	آهلة		
آهلتين	أهلتين		
آهله	أهل		ه
آهو	أهو		
آوت	أوت		
آونة	آونة		
آووا	أووا		
آوي	أوى		
آيات	آيات		
آيتا	آيتا		
آيتان	آيتان		
آيتي	آيتي		ي
آيتين	آيتين		
آيدا	أيدا		
آيدان	آيدان		
آيدة	أيد		ه
آيدين	آيدين		
آيس	أيس		
آيسا	أيسا		
آيست	إيست		
آيف	إيف		
آيكا	أيكا		
آيكان	آيكان		
آيكون	آيكون		
آيكي	أيك		ي
آيلا	أيلا		
آيلات	أيلات		
آيلة	أيل		ه
آيلتين	أيلتين		
آيله	أيل		ه
آيلين	أيلين		
آيم	أيم		
آيهان	آيهان		
أأ	أأ		
أؤثر	أؤثر		
أؤد	أؤد		
أؤسس	أؤسس		
أؤكد	أؤكد		
أؤلف	أؤلف		
أؤمم	أؤمم		
أؤمن	أؤمن		
أؤيد	أؤيد		
أئمن	أئمن		
أئن	أئن		
أب	أب		
أبا	أبا		
أباء	آباء		
أباتي	أباة		ي
أباحت	أباحت		
أباحه	أباح		ه
أباحها	أباح		ها
أباحوا	أباحوا		
أبادت	أبادت		
أبادر	أبادر		
أبادهم	آباد		هم
أبادوا	أبادوا		
أبادي	آباد		ي
أبارا	آبارا		
أبارك	آبار		ك
أبارنا	آبار		نا
أباريق	أباريق		
أباشر	أباشر		
أباع	أباع		
أباك	أبا		ك
أبال	أبال		
أبالغ	أبالغ		
أبالي	أبالى		
أبانا	أبا		نا
أبانت	أبانت		
أبانها	إبان		ها
أبانوا	أبانوا		
أباه	أبا		ه
أبت	أبت		
أبتسم	أبتسم		
أبتعد	أبتعد		
أبتغى	أبتغي		
أبتغي	أبتغي		
أبتكر	أبتكر		
أبتلع	أبتلع		
أبث	أبث		
أبجدياته	أبجدي		
أبجل	أبجل		
أبحاث	أبحاث		
أبحر	أبحر		
أبحرت	أبحرت		
أبحرتا	أبحرتا		
أبحرتم	أبحرتم		
أبحروا	أبحروا		
أبخرة	أبخرة		
أبخس	أبخس		
أبد	أبد		
أبدآ	أبدأ		
أبدأها	أبدأ		ها
أبداع	إبداع		
أبدال	أبدال		
أبدان	أبدان		
أبدانا	أبدى		نا
أبداه	أبدى		ه
أبداها	أبدى		ها
أبدت	أبدت		
أبدتا	أبدتا		
أبدد	أبدد		
أبدر	أبدر		
أبدعا	أبدعا		
أبدعت	أبدعت		
أبدعن	أبدعن		
أبدعنا	أبدع		نا
أبدعه	أبدع		ه
أبدعها	أبدع		ها
أبدعوا	أبدعوا		
أبدل	أبدل		
أبدلت	أبدلت		
أبدلوا	أبدلوا		
أبده	أبد		ه
أبدوا	أبدوا		
أبديا	أبديا		
أبدية	أبدية		
أبديت	أبديت		
أبديتم	أبديتم		
أبديتين	أبديتين		
أبدين	أبدين		
أبدينا	أبدينا		
أبديه	أبدي		ه
أبذل	أبذل		
أبر	أبر		
أبرأ	أبرأ		
أبرئ	أبرئ		
أبرا	أبرأ		
أبرار	أبرار		
أبرارا	أبرارا		
أبرح	أبرح		
أبردين	أبردين		
أبرر	أبرر		
أبرزت	أبرزت		
أبرزتا	أبرزتا		
أبرزن	أبرزن		
أبرزنا	أبرز		نا
أبرزه	أبرز		ه
أبرزها	أبرز		ها
أبرزهم	أبرز		هم
أبرزهما	أبرز		هما
أبرزهن	أبرز		هن
أبرزوا	أبرزوا		
أبرع	أبرع		
أبرعم	أبرعم		
أبرق	أبرق		
أبرقت	أبرقت		
أبركان	أبركان		
أبرما	أبرما		
أبرمت	أبرمت		
أبرمتا	أبرمتا		
أبرمنا	أبرم		نا
أبرمه	أبرم		ه
أبرمها	أبرم		ها
أبرموا	أبرموا		
أبرهن	أبرهن		
أبرو	أبرو		
أبز	أبز		
أبزر	أبزر		
أبسطها	أبسط		ها
أبشر	أبشر		
أبشرا	أبشرا		
أبشرت	أبشرت		
أبشروا	أبشروا		
أبشري	أبشري		
أبشعها	أبشع		ها
أبصار	أبصار		
أبصرت	أبصرت		
أبصرتم	أبصرتم		
أبصركم	أبصر		كم
أبصرنا	أبصر		نا
أبصره	أبصر		ه
أبصرها	أبصر		ها
أبصرهم	أبصر		هم
أبصرهن	أبصر		هن
أبصق	أبصق		
أبض	أبض		
أبضا	أبضا		
أبطآ	أبطآ		
أبطأت	أبطأت		
أبطئ	أبطئ		
أبطال	أبطال		
أبطالا	أبطالا		
أبطل	أبطل		
أبطلت	أبطلت		
أبع	أبع		
أبعاد	أبعاد		
أبعادا	أبعادا		
أبعت	أبعت		
أبعد	أبعد		
أبعدت	أبعدت		
أبعدنا	أبعد		نا
أبعدوا	أبعدوا		
أبعر	أبعر		
أبغض	أبغض		
أبغي	أبغي		
أبغيكم	أبغي		كم
أبق	أبق		
أبقت	أبقت		
أبقتا	أبقتا		
أبقوا	أبقوا		
أبقي	أبقى		
أبقيا	أبقيا		
أبقيت	أبقيت		
أبقينا	أبقينا		
أبقيه	أبقي		ه
أبك	أبك		
أبكار	أبكار		
أبكارا	أبكارا		
أبكت	أبكت		
أبكر	أبكر		
أبكوا	أبكوا		
أبكي	أبكى		
أبكيت	أبكيت		
أبل	إبل		
أبلت	أبلت		
أبلح	أبلح		
أبلع	أبلع		
أبلغك	أبلغ		ك
أبلغكم	أبلغ		كم
أبلغنا	أبلغ		نا
أبلغه	أبلغ		ه
أبلغها	أبلغ		ها
أبلغهم	أبلغ		هم
أبلغهما	أبلغ		هما
أبلها	إبل		ها
أبلو	أبلو		
أبلوا	أبلوا		
أبلى	أبلى		
أبلي	أبلى		
أبليت	أبليت		
أبليتما	أبليتما		
أبلينا	أبلينا		
أبن	ابن		
أبنا	ابنا		
أبناء	أبناء		
أبنت	أبنت		
أبنوا	أبنوا		
أبني	ابني		ي
أبنية	ابني		ه
أبه	آب		ه
أبها	آب		ها
أبهاء	أبهاء		
أبهج	أبهج		
أبهجت	أبهجت		
أبهرت	أبهرت		
أبهرنا	أبهر		نا
أبهره	أبهر		ه
أبهرهم	أبهر		هم
أبهروا	أبهروا		
أبهري	أبهري		ي
أبهى	أبهى		
أبوء	أبوء		
أبوا	أبوا		
أبواب	أبواب		
أبوابا	أبوابا		
أبوب	أبوب		
أبوة	أبو		ه
أبوت	أبوت		
أبوح	أبوح		
أبور	أبور		
أبوس	أبوس		
أبوظ	أبوظ		
أبوك	أبو		ك
أبول	أبول		
أبون	آبون		
أبونا	أبو		نا
أبوه	أبو		ه
أبوها	أبو		ها
أبوهم	أبو		هم
أبوهما	أبو		هما
أبويا	أبويا		
أبوية	أبوي		ه
أبويك	أبوي		ك
أبويكم	أبوي		كم
أبوين	أبوين		
أبويه	أبوي		ه
أبي	أبي		
أبيا	أبيا		
أبيات	أبيات		
أبيت	أبيت		
أبيتم	أبيتم		
أبيتوا	أبيتوا		
أبيح	أبيح		
أبيد	أبيد		
أبيدت	أبيدت		
أبيدوا	أبيدوا		
أبيدي	أبيدي		
أبيضين	أبيضين		
أبيع	أبيع		
أبين	أبين		
أبينا	أب		نا
أبيني	أبيني		ي
أتأثر	أتأثر		
أتأخر	أتأخر		
أتأذن	أتأذن		
أتأرجح	أتأرجح		
أتأسف	أتأسف		
أتأسى	أتآسى		
أتأكد	أتأكد		
أتألق	أتألق		
أتألم	أتألم		
أتأمل	أتأمل		
أتا	أتا		
أتابع	أتابع		
أتاحا	أتاحا		
أتاحت	أتاحت		
أتاحتا	أتاحتا		
أتاحه	أتاح		ه
أتاحها	أتاح		ها
أتاحوا	أتاحوا		
أتاه	أتى		ه
أتاوى	أتاوى		
أتبادل	أتبادل		
أتبرع	أتبرع		
أتبضع	أتبضع		
أتبع	أتبع		
أتبعت	اتبعت		
أتبلغ	أتبلغ		
أتبنى	أتبنى		
أتبول	أتبول		
أتتبع	أتتبع		
أتتك	أتت		ك
أتتكم	أتت		كم
أتته	أتت		ه
أتتها	أتت		ها
أتتهم	أتت		هم
أتثبت	أتثبت		
أتجادل	أتجادل		
أتجاهل	أتجاهل		
أتجاوز	أتجاوز		
أتجرأ	أتجرأ		
أتجرع	أتجرع		
أتجشم	أتجشم		
أتجلى	أتجلى		
أتجنب	أتجنب		
أتجه	أتجه		
أتجوز	أتجوز		
أتجول	أتجول		
أتحاسب	أتحاسب		
أتحاشى	أتحاشى		
أتحالف	أتحالف		
أتحامل	أتحامل		
أتحايل	أتحايل		
أتحتم	أتحتم		
أتحجج	أتحجج		
أتحد	أتحد		
أتحدث	أتحدث		
أتحدى	أتحدى		
أتحرر	أتحرر		
أتحرق	أتحرق		
أتحرك	أتحرك		
أتحسر	أتحسر		
أتحسس	أتحسس		
أتحسن	أتحسن		
أتحصل	أتحصل		
أتحضر	أتحضر		
أتحطم	أتحطم		
أتحفظ	أتحفظ		
أتحقق	أتحقق		
أتحكم	أتحكم		
أتحلل	أتحلل		
أتحلى	أتحلى		
أتحمس	أتحمس		
أتحمل	أتحمل		
أتحنا	أتحنا		
أتحول	أتحول		
أتحير	أتحير		
أتخبر	أتخبر		
أتخبط	أتخبط		
أتخذ	أتخذ		
أتخرج	أتخرج		
أتخصص	أتخصص		
أتخط	أتخط		
أتخطى	أتخطى		
أتخل	أتخل		
أتخلص	أتخلص		
أتخلف	أتخلف		
أتخلى	أتخلى		
أتخمت	أتخمت		
أتخموا	أتخموا		
أتخوف	أتخوف		
أتخيل	أتخيل		
أتداخل	أتداخل		
أتداول	أتداول		
أتدبر	أتدبر		
أتدحرج	أتدحرج		
أتدخل	أتدخل		
أتدرب	أتدرب		
أتدرج	أتدرج		
أتدلى	أتدلى		
أتذكر	أتذكر		
أتذمر	أتذمر		
أتذوق	أتذوق		
أتر	أتر		
أترأس	أترأس		
أتراب	أتراب		
أترابا	أترابا		
أتراجع	أتراجع		
أترافق	أترافق		
أتربة	أتربة		
أترجم	أترجم		
أترحم	أترحم		
أتردد	أتردد		
أترشح	أترشح		
أترصد	أترصد		
أترضى	أترضى		
أترفع	أترفع		
أترقب	أترقب		
أترك	أترك		
أتركوا	اتركوا		
أتروى	أتروى		
أتريث	أتريث		
أتزلف	أتزلف		
أتزوج	أتزوج		
أتساءل	أتساءل		
أتساع	اتساع		
أتساقط	أتساقط		
أتسامح	أتسامح		
أتسامى	أتسامى		
أتسبب	أتسبب		
أتسرع	أتسرع		
أتسع	أتسع		
أتسلح	أتسلح		
أتسلط	أتسلط		
أتسلل	أتسلل		
أتسلم	أتسلم		
أتسلى	أتسلى		
أتسمع	أتسمع		
أتسوق	أتسوق		
أتسول	أتسول		
أتشارك	أتشارك		
أتشاور	أتشاور		
أتشبث	أتشبث		
أتشتت	أتشتت		
أتشرد	أتشرد		
أتشرف	أتشرف		
أتشك	أتشك		
أتشكك	أتشكك		
أتشهد	أتشهد		
أتشوق	أتشوق		
أتشوه	أتشوه		
أتصالح	أتصالح		
أتصدى	أتصدى		
أتصرف	أتصرف		
أتصفح	أتصفح		
أتصل	أتصل		
أتصنع	أتصنع		
أتصور	أتصور		
أتصيد	أتصيد		
أتضاءل	أتضاءل		
أتضامن	أتضامن		
أتضايق	أتضايق		
أتضح	أتضح		
أتطرق	أتطرق		
أتطلع	أتطلع		
أتطور	أتطور		
أتطوع	أتطوع		
أتظاهر	أتظاهر		
أتعاط	أتعاط		
أتعاطف	أتعاطف		
أتعاطى	أتعاطى		
أتعافى	أتعافى		
أتعاقد	أتعاقد		
أتعالج	أتعالج		
أتعامل	أتعامل		
أتعاون	أتعاون		
أتعايش	أتعايش		
أتعب	أتعب		
أتعبت	أتعبت		
أتعثر	أتعثر		
أتعجب	أتعجب		
أتعرض	أتعرض		
أتعرف	أتعرف		
أتعس	أتعس		
أتعشم	أتعشم		
أتعظ	أتعظ		
أتعقد	أتعقد		
أتعلق	أتعلق		
أتعلم	أتعلم		
أتعمد	أتعمد		
أتعمل	أتعمل		
أتعنى	أتعنى		
أتعهد	أتعهد		
أتعود	أتعود		
أتغاضى	أتغاضى		
أتغزل	أتغزل		
أتغلب	أتغلب		
أتغير	أتغير		
أتفاجأ	أتفاجأ		
أتفادى	أتفادى		
أتفاعل	أتفاعل		
أتفاهم	أتفاهم		
أتفاوض	أتفاوض		
أتفحص	أتفحص		
أتفرج	أتفرج		
أتفرغ	أتفرغ		
أتفضل	أتفضل		
أتفطن	أتفطن		
أتفق	أتفق		
أتفقد	أتفقد		
أتفلت	أتفلت		
أتفهم	أتفهم		
أتفوق	أتفوق		
أتفوه	أتفوه		
أتق	أتق		
أتقابل	أتقابل		
أتقاسم	أتقاسم		
أتقاض	أتقاض		
أتقاضى	أتقاضى		
أتقاعد	أتقاعد		
أتقاعس	أتقاعس		
أتقبل	أتقبل		
أتقد	أتقد		
أتقدم	أتقدم		
أتقرب	أتقرب		
أتقصد	أتقصد		
أتقلب	أتقلب		
أتقمص	أتقمص		
أتقنا	أتقنا		
أتقنت	أتقنت		
أتقنه	أتقن		ه
أتقنها	أتقن		ها
أتقنوا	أتقنوا		
أتقي	أتقي		
أتقيأ	اتقيا		
أتقيد	أتقيد		
أتكبد	أتكبد		
أتكفل	أتكفل		
أتكل	آتكل		
أتكلم	أتكلم		
أتكهن	أتكهن		
أتكور	أتكور		
أتكون	أتكون		
أتل	أتل		
أتلاف	إتلاف		
أتلاقى	أتلاقى		
أتلعثم	أتلعثم		
أتلف	أتلف		
أتلفت	أتلفت		
أتلق	أتلق		
أتلقى	أتلقى		
أتلمس	أتلمس		
أتلو	أتلو		
أتلي	أتلى		
أتم	أتم		
أتما	أتما		
أتماثل	أتماثل		
أتمار	أتمار		
أتمالك	أتمالك		
أتمت	أتمت		
أتمتة	أتمت		ه
أتمتع	أتمتع		
أتمتم	أتمتم		
أتمثل	أتمثل		
أتمخض	أتمخض		
أتمدد	أتمدد		
أتمرد	أتمرد		
أتمرن	أتمرن		
أتمسك	أتمسك		
أتمش	أتمش		
أتمشى	أتمشى		
أتمكن	أتم		كن
أتململ	أتململ		
أتمم	أتمم		
أتممت	أتممت		
أتممنا	أتممنا		
أتمنى	أتمنى		
أتموا	أتموا		
أتميز	أتميز		
أتميس	أتميس		
أتنازل	أتنازل		
أتناسى	أتناسى		
أتناول	أتناول		
أتنبأ	أتنبأ		
أتنبه	أتنبه		
أتنحى	أتنحى		
أتنزه	أتنزه		
أتنظر	أتنظر		
أتنفس	أتنفس		
أتنقل	أتنقل		
أتنو	أتنو		
أتهاون	أتهاون		
أتهجر	أتهجر		
أتهرب	أتهرب		
أتهزأ	أتهزأ		
أتهكم	أتهكم		
أتهم	أتهم		
أتهيأ	أتهيأ		
أتو	آتو		
أتوا	أتوا		
أتواجد	أتواجد		
أتواصل	أتواصل		
أتوافق	أتوافق		
أتوان	أتوان		
أتوانى	أتوانى		
أتوب	أتوب		
أتوت	أتوت		
أتوج	أتوج		
أتوجه	أتوجه		
أتوخى	أتوخى		
أتورد	أتورد		
أتورط	أتورط		
أتوزع	أتوزع		
أتوسع	أتوسع		
أتوسل	أتوسل		
أتوصل	أتوصل		
أتوضأ	أتوضأ		
أتوظف	أتوظف		
أتوفر	أتوفر		
أتوفى	أتوفى		
أتوق	أتوق		
أتوقع	أتوقع		
أتوكأ	أتوكأ		
أتوكل	أتوكل		
أتول	أتول		
أتولد	أتولد		
أتولى	أتولى		
أتون	آتون		
أتوه	أتوا		ه
أتوهم	أتوا		هم
أتويل	أتويل		
أتىك	آتي		ك
أتىكم	آتي		كم
أتىنا	أتينا		
أتىها	آتي		ها
أتىهم	آتي		هم
أتي	أتى		
أتيا	أتيا		
أتيت	أتيت		
أتيتا	آتيتا		
أتيتم	أتيتم		
أتيح	أتيح		
أتيحت	أتيحت		
أتيحوا	أتيحوا		
أتيقن	أتيقن		
أتيك	آتي		ك
أتين	أتين		
أتينا	أتينا		
أتيه	آتي		ه
أثابكم	أثاب		كم
أثارا	أثارا		
أثارت	أثارت		
أثارتا	أثارتا		
أثاره	أثار		ه
أثارها	أثار		ها
أثارهم	أثار		هم
أثاروا	أثاروا		
أثال	أثال		
أثب	أثب		
أثبتا	أثبتا		
أثبتت	أثبتت		
أثبتتا	أثبتتا		
أثبتم	أثبتم		
أثبتن	أثبتن		
أثبتنا	أثبت		نا
أثبته	أثبت		ه
أثبتها	أثبت		ها
أثبتوا	أثبتوا		
أثبط	أثبط		
أثثا	أثثا		
أثخنت	أثخنت		
أثخنوا	أثخنوا		
أثر	أثر		
أثرا	أثرا		
أثرت	أثرت		
أثرتا	أثرتا		
أثرتم	أثرتم		
أثرن	أثرن		
أثرنا	إثر		نا
أثروا	أثروا		
أثرى	أثري		ي
أثري	أثري		ي
أثريا	أثريا		
أثريت	أثريت		
أثق	أثق		
أثقال	أثقال		
أثقالا	أثقالا		
أثقب	أثقب		
أثقل	أثقل		
أثقلت	أثقلت		
أثقلنا	أثقل		نا
أثكل	أثكل		
أثلب	أثلب		
أثلج	أثلج		
أثلجت	أثلجت		
أثم	إثم		
أثما	إثما		
أثمان	أثمان		
أثمانا	أثمانا		
أثمرت	أثمرت		
أثمن	أثمن		
أثن	أثن		
أثناءه	أثناء		ه
أثناءها	أثناء		ها
أثنت	أثنت		
أثنوا	أثنوا		
أثني	أثنى		
أثنيا	أثنيا		
أثنيت	أثنيت		
أثنين	أثنين		
أثنينا	أثنينا		
أثير	أثير		
أثيرا	أثيرا		
أثيرت	أثيرت		
أثيما	أثيما		
أجا	أجا		
أجابا	أجابا		
أجابت	أجابت		
أجابك	أجاب		ك
أجابنا	أجاب		نا
أجابه	أجاب		ه
أجابها	أجاب		ها
أجابهم	أجاب		هم
أجابوا	أجابوا		
أجادت	أجادت		
أجادل	أجادل		
أجاده	أجاد		ه
أجادها	أجاد		ها
أجار	أجار		
أجارا	أجارا		
أجاري	أجارى		
أجاز	أجاز		
أجازا	أجازا		
أجازت	أجازت		
أجازف	أجازف		
أجازوا	أجازوا		
أجالس	أجالس		
أجاله	آجال		ه
أجالها	آجال		ها
أجامل	أجامل		
أجان	أجان		
أجانب	أجانب		
أجاهد	أجاهد		
أجاهر	أجاهر		
أجاوب	أجاوب		
أجب	أجب		
أجبت	أجبت		
أجبتم	أجبتم		
أجبرا	أجبرا		
أجبرت	أجبرت		
أجبرتم	أجبرتم		
أجبرن	أجبرن		
أجبرنا	أجبرنا		
أجبره	أجبر		ه
أجبرها	أجبر		ها
أجبرهم	أجبر		هم
أجبرهن	أجبر		هن
أجبروا	أجبروا		
أجبلي	أجبلي		
أجبنا	أجبنا		
أجبني	أجبني		ي
أجبه	أجبه		
أجتاز	أجتاز		
أجتمع	أجتمع		
أجتهد	أجتهد		
أججت	أججت		
أججها	أجج		ها
أججوا	أججوا		
أجحفت	أجحفت		
أجد	أجد		
أجداد	أجداد		
أجدب	أجدب		
أجدد	أجدد		
أجدرك	أجدر		ك
أجدره	أجدر		ه
أجدل	أجدل		
أجدنا	أجدنا		
أجدى	أجدى		
أجر	أجر		
أجرأك	أجرى		ك
أجرؤ	أجرؤ		
أجرا	أجرا		
أجراء	إجراء		
أجراس	أجراس		
أجراف	أجراف		
أجرام	إجرام		
أجران	أجران		
أجرت	أجرت		
أجرتا	أجرتا		
أجرح	أجرح		
أجرده	أجرد		ه
أجرم	أجرم		
أجرمت	أجرمت		
أجرمنا	أجرم		نا
أجرموا	أجرموا		
أجرنا	أجر		نا
أجروا	أجروا		
أجرى	أجرى		
أجري	أجرى		
أجريا	أجريا		
أجريت	أجريت		
أجريتا	أجريتا		
أجريتم	أجريتم		
أجرين	أجرين		
أجرينا	أجرينا		
أجزاء	أجزاء		
أجزت	أجزت		
أجزلوا	أجزلوا		
أجزم	أجزم		
أجزنا	أجزنا		
أجزي	أجزى		
أجساد	أجساد		
أجسادا	أجسادا		
أجسد	أجسد		
أجفان	أجفان		
أجلا	أجلا		
أجلال	إجلال		
أجلب	أجلب		
أجلت	أجلت		
أجلتا	أجلتا		
أجلس	أجلس		
أجلسوا	أجلسوا		
أجلسي	أجلسي		
أجلك	أجل		ك
أجلكم	أجل		كم
أجلنا	أجل		نا
أجله	أجل		ه
أجلها	أجل		ها
أجلهم	أجل		هم
أجلهما	أجل		هما
أجلهن	أجل		هن
أجلوا	أجلوا		
أجلي	أجل		ي
أجليت	أجليت		
أجمد	أجمد		
أجمع	أجمع		
أجمعا	أجمعا		
أجمعت	أجمعت		
أجمعنا	أجمع		نا
أجمعوا	أجمعوا		
أجملت	أجملت		
أجملك	أجمل		ك
أجمله	أجمل		ه
أجملها	أجمل		ها
أجن	أجن		
أجناس	أجناس		
أجناسا	أجناسا		
أجنب	أجنب		
أجنبيات	أجنبيات		
أجنبية	أجنبية		
أجنبيتان	أجنبيتان		
أجنبيتين	أجنبيتين		
أجنبيه	أجنبي		ه
أجنة	أجن		ه
أجنح	أجنح		
أجند	أجند		
أجني	أجني		
أجه	أج		ه
أجهد	أجهد		
أجهدت	أجهدت		
أجهدوا	أجهدوا		
أجهر	أجهر		
أجهزة	أجهزة		
أجهزت	أجهزت		
أجهزه	أجهزة		
أجهزوا	أجهزوا		
أجهشت	أجهشت		
أجهضت	أجهضت		
أجهضها	أجهض		ها
أجهور	أجهور		
أجوا	أجوا		
أجواد	أجواد		
أجواق	أجواق		
أجوب	أجوب		
أجوبة	أجوبة		
أجور	أجور		
أجورا	أجورا		
أجوز	أجوز		
أجوع	أجوع		
أجول	أجول		
أجي	أجي		
أجياد	أجياد		
أجيال	أجيال		
أجيالا	أجيالا		
أجيب	أجيب		
أجيبت	أجيبت		
أجيبوا	أجيبوا		
أجيد	أجيد		
أجير	أجير		
أجيرا	أجيرا		
أجيري	أجيري		ي
أجيز	أجيز		
أجيزت	أجيزت		
أجيل	أجيل		
أجين	أجين		
أح	أح		
أحاب	أحاب		
أحاد	آحاد		
أحادث	أحادث		
أحاديا	أحاديا		
أحادية	أحادية		
أحاديث	أحاديث		
أحاديي	أحاديي		ي
أحار	أحار		
أحارب	أحارب		
أحاسب	أحاسب		
أحاسيس	أحاسيس		
أحاضر	أحاضر		
أحاطت	أحاطت		
أحاطنا	أحاط		نا
أحاطها	أحاط		ها
أحاطوا	أحاطوا		
أحافظ	أحافظ		
أحاكم	أحاكم		
أحالت	أحالت		
أحالنا	أحال		نا
أحاله	أحال		ه
أحالها	أحال		ها
أحالهم	أحال		هم
أحالهما	أحال		هما
أحالوا	أحالوا		
